order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,signup_date,city,device_type,acquisition_channel,app_version,experiment_group,session_id,session_date,recommendation_seen,recommendation_clicked,restaurants_viewed,cart_created,order_completed,coupon_used
1476768,72757,Jack's Wife Freda,Mediterranean,8.49,Weekend,,23,18,2023-09-23 19:07:14,Bangalore,Android,Google Ads,4.8.1,Variant,S100964,2024-01-29 11:28:11,1,0,2,0,1,1
1476786,103852,Blue Ribbon Sushi,Japanese,6.74,Weekend,5.0,22,29,2023-10-19 15:05:56,Mumbai,iOS,Referral,4.9.0,Control,S100965,2024-01-20 18:21:32,1,0,3,1,1,1
1478242,372276,Pinto Nouveau Thai Bistro,Thai,24.2,Weekend,5.0,29,15,2023-10-19 13:12:16,Chennai,Android,Facebook,4.9.0,Variant,S100966,2024-01-16 09:48:49,1,0,3,1,1,0
1477773,72726,Shake Shack,American,12.18,Weekend,5.0,32,24,2023-08-28 14:36:18,Hyderabad,iOS,Instagram,4.8.1,Variant,S100967,2024-01-25 01:49:14,1,0,3,0,1,1
1477063,317446,The Meatball Shop,Italian,19.4,Weekend,5.0,28,30,2023-10-31 08:35:59,Mumbai,Android,Referral,4.8.1,Control,S100968,2024-01-26 23:31:42,0,0,4,0,1,0
1477419,186454,Shake Shack,American,14.07,Weekend,5.0,34,17,2023-11-11 16:58:11,Hyderabad,Android,Google Ads,4.8.1,Control,S100969,2024-01-30 06:47:14,1,0,2,0,1,0
1476864,381020,RedFarm Broadway,Chinese,31.86,Weekend,4.0,25,19,2023-09-23 02:16:35,Bangalore,Android,Organic,4.8.1,Variant,S100970,2024-01-04 21:50:27,1,0,4,0,1,0
1476791,390484,RedFarm Broadway,Chinese,12.56,Weekday,4.0,35,33,2023-08-15 22:46:41,Mumbai,Android,Instagram,4.8.1,Control,S100971,2024-01-18 20:01:29,1,0,4,0,1,1
1477054,351799,Sushi of Gari Tribeca,Japanese,14.07,Weekend,5.0,34,29,2023-08-02 09:38:07,Hyderabad,iOS,Organic,4.8.1,Variant,S100972,2024-01-20 17:06:34,1,0,2,0,1,0
1478184,232359,The Meatball Shop,American,5.82,Weekend,5.0,30,30,2023-12-26 12:01:56,Chennai,Android,Google Ads,4.8.1,Control,S100973,2024-01-05 11:52:29,1,0,3,1,1,0
1476851,361220,Carmine's,Italian,19.98,Weekday,5.0,34,30,2023-07-01 19:37:20,Bangalore,Android,Organic,4.9.0,Variant,S100974,2024-01-13 07:12:09,1,0,1,1,1,1
1476597,373059,Shake Shack,American,14.07,Weekend,,31,25,2023-11-25 21:51:34,Hyderabad,iOS,Organic,4.8.1,Control,S100975,2024-01-20 02:06:29,1,0,1,1,1,0
1477241,42828,Jack's Wife Freda,Mediterranean,14.12,Weekday,5.0,25,25,2023-10-29 05:59:59,Pune,Android,Organic,4.9.0,Control,S100976,2024-01-23 21:44:39,1,1,4,1,1,0
1477282,241719,Sushi of Gari Tribeca,Japanese,12.42,Weekend,4.0,23,20,2023-07-15 08:44:42,Mumbai,iOS,Instagram,4.9.0,Control,S100977,2024-01-05 13:27:10,1,0,2,1,1,0
1477874,41168,Parm,Italian,12.13,Weekend,,25,29,2023-11-07 21:04:36,Mumbai,Android,Google Ads,4.9.0,Control,S100978,2024-01-01 21:07:57,1,1,7,1,1,0
1476852,369809,Five Guys Burgers and Fries,American,19.45,Weekday,3.0,28,28,2023-08-17 17:04:23,Bangalore,Android,Instagram,4.9.0,Variant,S100979,2024-01-02 13:05:15,1,1,8,1,1,1
1476958,41638,Blue Ribbon Fried Chicken,American,12.18,Weekend,4.0,26,29,2023-08-23 04:21:17,Mumbai,Android,Instagram,4.9.0,Control,S100980,2024-01-15 12:46:04,1,1,5,1,1,0
1477226,361728,The Meatball Shop,Italian,6.69,Weekend,,25,18,2023-12-10 16:46:23,Hyderabad,Android,Organic,4.8.1,Variant,S100981,2024-01-23 02:05:27,1,0,3,1,1,0
1477327,328731,Nobu Next Door,Japanese,13.97,Weekday,,27,24,2023-11-24 08:19:48,Delhi,Android,Referral,4.9.0,Variant,S100982,2024-01-02 10:58:05,1,0,3,0,1,1
1476905,360844,Blue Ribbon Sushi Bar & Grill,Japanese,5.72,Weekday,5.0,32,26,2023-08-28 05:39:55,Pune,Android,Organic,4.8.1,Variant,S100983,2024-01-11 08:56:49,0,0,4,1,1,0
1478433,94700,Haandi,Indian,13.1,Weekend,,31,30,2023-07-16 16:32:11,Bangalore,Android,Referral,4.9.0,Control,S100984,2024-01-07 06:27:36,1,0,2,1,1,1
1476666,205241,Shake Shack,American,6.07,Weekday,4.0,23,27,2023-12-07 16:59:28,Pune,Android,Organic,4.9.0,Control,S100985,2024-01-08 18:18:08,0,0,1,1,1,0
1476552,334758,Melt Shop,American,12.56,Weekend,4.0,25,23,2023-09-14 10:32:43,Mumbai,Android,Instagram,4.8.1,Control,S100986,2024-01-27 10:46:06,1,0,2,0,1,0
1477137,157578,PJ Clarke's,American,14.07,Weekday,5.0,33,26,2023-07-26 20:50:00,Bangalore,iOS,Instagram,4.9.0,Control,S100987,2024-01-26 08:01:43,1,0,1,1,1,0
1477440,127934,Blue Ribbon Fried Chicken,American,12.52,Weekday,4.0,24,31,2023-08-20 06:02:27,Bangalore,Android,Facebook,4.9.0,Variant,S100988,2024-01-03 15:56:43,1,0,1,0,1,1
1477545,144352,Shake Shack,American,21.93,Weekday,,21,33,2023-07-08 19:38:30,Hyderabad,Android,Facebook,4.9.0,Control,S100989,2024-01-10 10:02:18,1,0,1,1,1,0
1478215,92726,Sarabeth's East,American,25.27,Weekend,4.0,23,19,2023-07-29 18:06:53,Hyderabad,iOS,Referral,4.8.1,Control,S100990,2024-01-24 17:52:11,1,0,4,1,1,1
1478301,184325,Asuka Sushi,Japanese,22.75,Weekday,5.0,25,32,2023-08-22 14:39:43,Chennai,Android,Referral,4.9.0,Control,S100991,2024-01-18 23:35:31,1,0,3,1,1,0
1477294,39334,The Meatball Shop,American,12.18,Weekend,5.0,22,26,2023-08-13 07:13:16,Bangalore,iOS,Organic,4.9.0,Variant,S100992,2024-01-03 06:21:56,1,0,3,0,1,0
1477235,115841,Rubirosa,Italian,15.38,Weekday,,30,31,2023-09-19 21:41:42,Bangalore,iOS,Organic,4.9.0,Variant,S100993,2024-01-28 22:05:24,1,0,4,0,1,0
1478012,114919,Yama Japanese Restaurant,Japanese,12.66,Weekend,,25,26,2023-07-29 14:43:09,Mumbai,Android,Organic,4.9.0,Control,S100994,2024-01-11 07:24:55,1,1,5,1,1,1
1477005,87006,Nobu Next Door,Japanese,25.17,Weekend,,21,16,2023-08-29 10:10:07,Pune,iOS,Facebook,4.8.1,Control,S100995,2024-01-01 00:02:06,1,0,4,0,1,0
1476600,141912,PJ Clarke's,American,24.25,Weekend,,24,15,2023-08-01 15:31:36,Bangalore,Android,Referral,4.8.1,Variant,S100996,2024-01-10 16:59:21,1,1,6,1,1,0
1478270,303548,Shake Shack,American,14.02,Weekend,4.0,20,21,2023-09-16 14:47:04,Mumbai,Android,Google Ads,4.9.0,Variant,S100997,2024-01-06 18:58:35,1,1,7,1,1,0
1477299,60039,ilili Restaurant,Middle Eastern,31.33,Weekday,4.0,29,27,2023-11-13 15:41:17,Hyderabad,Android,Organic,4.8.1,Variant,S100998,2024-01-21 11:27:26,1,0,3,1,1,0
1477388,396432,Blue Ribbon Sushi Izakaya,Japanese,9.7,Weekend,,25,15,2023-07-11 09:32:00,Delhi,iOS,Google Ads,4.9.0,Control,S100999,2024-01-14 09:48:41,1,0,3,0,1,0
1477221,125510,Blue Ribbon Sushi Izakaya,Japanese,33.03,Weekend,3.0,34,23,2023-11-30 23:34:08,Hyderabad,Android,Referral,4.8.1,Control,S101000,2024-01-28 22:41:12,1,0,2,1,1,0
1476691,68775,Sushi of Gari Tribeca,Japanese,24.2,Weekend,,22,21,2023-12-02 02:00:15,Hyderabad,Android,Referral,4.8.1,Control,S101001,2024-01-16 00:57:25,1,0,4,1,1,0
1476838,51356,Burger Joint,American,16.15,Weekend,,31,15,2023-09-05 21:59:25,Bangalore,Android,Organic,4.8.1,Variant,S101002,2024-01-09 13:57:06,1,1,6,1,1,1
1477913,92096,Aurora,Italian,21.93,Weekend,,31,18,2023-07-24 05:40:35,Mumbai,Android,Organic,4.9.0,Control,S101003,2024-01-06 18:31:56,1,0,1,1,1,0
1477453,83287,Shake Shack,American,9.41,Weekend,5.0,22,20,2023-07-31 18:28:25,Hyderabad,Android,Referral,4.8.1,Variant,S101004,2024-01-30 14:54:32,1,1,8,1,1,1
1477946,81152,Hill Country Fried Chicken,Southern,14.12,Weekend,5.0,25,15,2023-10-20 06:53:35,Delhi,Android,Referral,4.9.0,Control,S101005,2024-01-27 08:15:06,1,1,7,1,1,0
1477395,56219,Parm,Italian,14.55,Weekday,5.0,30,32,2023-11-22 03:02:48,Bangalore,Android,Organic,4.8.1,Variant,S101006,2024-01-28 13:30:12,1,1,8,1,1,0
1478404,97991,Blue Ribbon Sushi Bar & Grill,Japanese,33.03,Weekend,5.0,28,15,2023-07-15 20:59:20,Bangalore,Android,Organic,4.8.1,Variant,S101007,2024-01-24 04:12:04,1,0,3,1,1,0
1476567,122609,Blue Ribbon Sushi,Japanese,13.0,Weekend,5.0,34,15,2023-10-22 08:11:52,Hyderabad,Android,Organic,4.9.0,Variant,S101008,2024-01-24 22:23:21,1,1,6,1,1,1
1476903,53874,Sarabeth's,American,25.17,Weekend,3.0,28,23,2023-12-29 02:41:25,Bangalore,Android,Facebook,4.9.0,Control,S101009,2024-01-02 12:51:57,1,0,1,1,1,0
1478374,64151,Rubirosa,Italian,5.97,Weekend,3.0,30,25,2023-09-14 21:06:08,Delhi,Android,Organic,4.8.1,Variant,S101010,2024-01-29 16:03:34,1,0,1,0,1,1
1476764,44049,Sushi Samba,Japanese,13.0,Weekend,4.0,33,21,2023-08-07 18:55:08,Bangalore,Android,Instagram,4.9.0,Variant,S101011,2024-01-06 17:23:12,1,0,4,0,1,0
1476629,317993,Melt Shop,American,12.66,Weekend,3.0,27,26,2023-08-19 07:28:58,Delhi,Android,Facebook,4.8.1,Variant,S101012,2024-01-15 02:04:38,1,1,5,0,1,1
1476936,260035,Blue Ribbon Sushi Bar & Grill,Japanese,14.12,Weekend,,31,25,2023-10-24 18:10:26,Mumbai,Android,Organic,4.9.0,Control,S101013,2024-01-23 14:58:47,1,1,4,1,1,0
1478342,142681,Osteria Morini,Italian,8.3,Weekend,,27,19,2023-11-01 10:15:12,Hyderabad,Android,Facebook,4.8.1,Variant,S101014,2024-01-24 11:44:14,1,0,3,1,1,1
1477229,72339,Hatsuhana,Japanese,17.03,Weekday,4.0,35,33,2023-08-11 05:08:40,Bangalore,Android,Organic,4.9.0,Control,S101015,2024-01-29 02:19:00,1,0,3,1,1,1
1476961,112272,Blue Ribbon Sushi,Japanese,14.02,Weekday,,35,29,2023-07-27 00:43:08,Bangalore,Android,Google Ads,4.9.0,Control,S101016,2024-01-20 20:33:50,1,0,3,1,1,1
1477332,43018,RedFarm Hudson,Chinese,24.2,Weekend,5.0,27,19,2023-11-14 14:27:09,Bangalore,iOS,Referral,4.9.0,Variant,S101017,2024-01-04 16:26:48,1,0,4,0,1,0
1478193,83287,Five Guys Burgers and Fries,American,16.01,Weekend,,27,19,2023-07-31 18:28:25,Hyderabad,Android,Referral,4.8.1,Variant,S101018,2024-01-06 10:04:36,1,0,3,1,1,0
1478410,84087,The Meatball Shop,Italian,25.22,Weekend,5.0,32,25,2023-11-20 20:54:56,Chennai,Android,Referral,4.9.0,Control,S101019,2024-01-12 17:55:20,1,0,2,1,1,0
1477080,67848,The Kati Roll Company,Indian,19.45,Weekend,,25,24,2023-11-12 10:03:15,Chennai,Android,Organic,4.9.0,Control,S101020,2024-01-25 22:31:37,1,0,4,1,1,1
1477169,46696,Blue Ribbon Sushi Bar & Grill,Japanese,12.08,Weekday,5.0,29,24,2023-11-28 09:08:27,Delhi,Android,Organic,4.9.0,Control,S101021,2024-01-06 22:03:31,1,0,4,0,1,0
1476761,64153,Blue Ribbon Fried Chicken,American,24.25,Weekday,5.0,33,30,2023-08-27 11:10:50,Pune,Android,Organic,4.9.0,Control,S101022,2024-01-11 05:39:37,1,1,4,1,1,0
1477584,275689,Cafe Habana,Mexican,16.98,Weekday,4.0,23,30,2023-11-25 05:54:54,Pune,Android,Organic,4.8.1,Control,S101023,2024-01-25 10:12:56,1,0,1,0,1,0
1477916,121706,Blue Ribbon Fried Chicken,American,13.0,Weekend,,24,30,2023-07-26 20:41:29,Mumbai,Android,Organic,4.8.1,Variant,S101024,2024-01-01 11:18:58,1,1,5,1,1,0
1476561,115213,Tamarind TriBeCa,Indian,13.24,Weekend,,23,30,2023-10-24 10:03:21,Hyderabad,Android,Google Ads,4.8.1,Control,S101025,2024-01-22 23:25:39,1,0,2,1,1,1
1477072,113507,Parm,Italian,29.39,Weekday,,26,30,2023-12-29 12:33:15,Bangalore,iOS,Instagram,4.9.0,Variant,S101026,2024-01-15 05:28:56,1,0,3,1,1,0
1476755,331143,Waverly Diner,American,11.59,Weekend,,25,22,2023-08-11 19:30:00,Bangalore,Android,Organic,4.9.0,Variant,S101027,2024-01-12 18:37:13,1,0,3,0,1,0
1478293,84045,Barbounia,Mediterranean,12.13,Weekend,,26,26,2023-09-14 01:47:40,Mumbai,Android,Organic,4.8.1,Control,S101028,2024-01-06 09:38:45,1,0,4,0,1,1
1477142,87151,Rubirosa,Italian,24.2,Weekend,4.0,23,26,2023-11-29 00:44:24,Chennai,Android,Organic,4.9.0,Control,S101029,2024-01-14 14:18:57,1,0,4,1,1,0
1477494,300003,Crema Restaurante,Mexican,15.86,Weekend,,31,30,2023-07-23 14:52:34,Delhi,Android,Referral,4.8.1,Variant,S101030,2024-01-19 07:18:50,1,0,3,1,1,0
1477176,260680,Tamarind TriBeCa,Indian,12.95,Weekday,3.0,27,24,2023-12-26 19:00:59,Hyderabad,Android,Referral,4.9.0,Control,S101031,2024-01-10 18:29:53,1,0,4,0,1,1
1478383,121905,Shake Shack,American,15.86,Weekend,3.0,34,20,2023-08-03 21:05:09,Hyderabad,Android,Google Ads,4.9.0,Variant,S101032,2024-01-25 03:47:38,1,0,3,1,1,0
1476917,58675,Big Daddy's,American,14.84,Weekend,5.0,32,22,2023-12-16 16:10:58,Bangalore,iOS,Google Ads,4.8.1,Control,S101033,2024-01-04 10:55:12,1,0,2,1,1,0
1478082,103005,Yama Japanese Restaurant,Japanese,5.77,Weekend,,34,21,2023-09-18 22:32:06,Hyderabad,Android,Google Ads,4.8.1,Control,S101034,2024-01-08 15:55:43,1,1,6,1,1,0
1477502,367076,Sushi of Gari 46,Japanese,22.8,Weekend,,30,25,2023-09-10 17:28:43,Bangalore,Android,Referral,4.9.0,Control,S101035,2024-01-15 11:15:55,1,0,3,1,1,0
1477734,81658,The Meatball Shop,Italian,29.25,Weekday,5.0,35,29,2023-12-14 03:59:04,Bangalore,Android,Organic,4.9.0,Control,S101036,2024-01-12 12:48:50,1,0,4,1,1,0
1477151,97991,Blue Ribbon Sushi Bar & Grill,Japanese,22.36,Weekend,4.0,25,18,2023-07-15 20:59:20,Bangalore,Android,Organic,4.8.1,Variant,S101037,2024-01-09 22:14:13,1,0,2,1,1,0
1478333,93437,Sushi of Gari 46,Japanese,22.26,Weekend,5.0,27,26,2023-11-22 12:38:30,Bangalore,Android,Google Ads,4.9.0,Control,S101038,2024-01-25 00:51:36,1,0,4,1,1,0
1477013,52832,Donburi-ya,Japanese,8.01,Weekday,5.0,30,30,2023-07-24 06:03:41,Mumbai,iOS,Organic,4.8.1,Variant,S101039,2024-01-16 22:50:46,1,0,3,0,1,1
1476949,14869,Pepe Rosso To Go,Italian,16.3,Weekend,,23,30,2023-11-09 15:13:54,Hyderabad,Android,Facebook,4.8.1,Variant,S101040,2024-01-24 13:48:35,1,1,8,1,1,0
1477779,39275,TAO,Japanese,31.43,Weekend,,34,20,2023-10-12 08:31:00,Bangalore,Android,Google Ads,4.9.0,Variant,S101041,2024-01-05 10:25:52,1,0,4,0,1,0
1478131,395616,Parm,Italian,12.13,Weekend,3.0,23,15,2023-12-30 17:30:03,Mumbai,Android,Organic,4.8.1,Variant,S101042,2024-01-12 01:10:52,1,1,4,1,1,0
1477769,129798,TAO,Japanese,8.05,Weekday,,26,31,2023-10-26 14:47:03,Mumbai,iOS,Google Ads,4.9.0,Variant,S101043,2024-01-26 08:43:42,1,1,6,1,1,0
1478099,97255,Parm,Italian,19.4,Weekday,,24,28,2023-08-11 21:59:41,Pune,Android,Referral,4.8.1,Variant,S101044,2024-01-13 02:24:42,1,0,4,1,1,0
1476810,95164,Amma,Indian,19.35,Weekend,,30,16,2023-09-10 22:43:24,Hyderabad,Android,Organic,4.9.0,Control,S101045,2024-01-22 07:02:45,1,0,4,0,1,1
1477279,35432,TAO,Japanese,16.15,Weekend,3.0,24,22,2023-07-13 17:42:47,Hyderabad,iOS,Organic,4.9.0,Control,S101046,2024-01-19 10:12:41,1,0,2,1,1,1
1478309,127130,Momoya,Japanese,16.05,Weekday,4.0,34,33,2023-08-19 03:30:38,Bangalore,Android,Organic,4.8.1,Control,S101047,2024-01-20 20:12:11,1,0,1,0,1,1
1477368,132137,Parm,Italian,24.25,Weekend,4.0,34,21,2023-11-16 18:15:41,Chennai,iOS,Organic,4.8.1,Control,S101048,2024-01-23 10:35:00,1,0,2,1,1,0
1477409,146588,Shake Shack,American,9.07,Weekday,3.0,35,26,2023-07-31 10:45:08,Mumbai,Android,Facebook,4.8.1,Control,S101049,2024-01-27 02:38:40,1,0,3,1,1,0
1477506,283831,Blue Ribbon Sushi Bar & Grill,Japanese,13.05,Weekday,5.0,22,28,2023-09-08 00:25:35,Bangalore,Android,Instagram,4.8.1,Control,S101050,2024-01-15 23:48:22,1,0,3,0,1,0
1476888,342107,Shake Shack,American,12.13,Weekday,5.0,25,30,2023-08-14 14:22:19,Pune,Android,Instagram,4.8.1,Variant,S101051,2024-01-07 14:27:31,1,0,2,0,1,0
1477579,349854,Shake Shack,American,24.35,Weekday,5.0,34,26,2023-10-11 00:22:11,Hyderabad,iOS,Instagram,4.9.0,Control,S101052,2024-01-01 05:30:16,1,0,4,1,1,0
1477977,43856,Han Dynasty,Chinese,16.01,Weekend,5.0,30,16,2023-12-03 08:44:02,Pune,Android,Referral,4.9.0,Control,S101053,2024-01-12 04:42:24,1,0,1,0,1,0
1478336,138426,Tony's Di Napoli,Italian,5.82,Weekend,5.0,26,26,2023-12-24 22:28:58,Pune,Android,Organic,4.9.0,Control,S101054,2024-01-28 22:02:29,1,0,2,1,1,0
1477649,106478,Cafe Mogador,Middle Eastern,16.15,Weekend,5.0,29,27,2023-11-29 20:02:18,Bangalore,Android,Google Ads,4.8.1,Control,S101055,2024-01-14 22:36:05,1,1,5,1,1,0
1477108,47280,Blue Ribbon Sushi,Japanese,29.68,Weekend,3.0,26,30,2023-10-30 20:07:30,Hyderabad,Android,Organic,4.9.0,Control,S101056,2024-01-20 07:46:35,1,0,3,0,1,0
1477947,78560,The Meatball Shop,Italian,12.18,Weekend,3.0,27,20,2023-08-11 15:57:45,Hyderabad,iOS,Organic,4.9.0,Variant,S101057,2024-01-13 00:34:56,1,1,4,1,1,0
1477488,344586,Sushi of Gari 46,Japanese,12.56,Weekend,4.0,20,22,2023-11-23 16:46:38,Mumbai,iOS,Organic,4.9.0,Variant,S101058,2024-01-19 05:23:43,1,0,1,0,1,0
1477236,1311,Chipotle Mexican Grill 199 Delivery,Mexican,16.1,Weekend,,22,26,2023-09-01 07:04:47,Bangalore,Android,Instagram,4.9.0,Control,S101059,2024-01-02 13:05:54,1,0,2,1,1,0
1478392,77511,Parm,Italian,21.93,Weekend,4.0,22,25,2023-12-03 17:50:44,Bangalore,iOS,Organic,4.9.0,Control,S101060,2024-01-30 11:53:54,1,0,1,0,1,1
1476940,197633,Sushi of Gari 46,Japanese,5.77,Weekday,4.0,32,24,2023-10-01 11:32:20,Pune,Android,Organic,4.9.0,Control,S101061,2024-01-04 01:23:43,1,1,5,1,1,1
1477671,393765,Nobu Next Door,Japanese,6.02,Weekend,5.0,33,24,2023-07-13 00:44:18,Pune,iOS,Organic,4.9.0,Variant,S101062,2024-01-23 18:53:17,1,1,6,0,1,0
1476742,92096,Aurora,Italian,6.74,Weekday,,30,26,2023-07-24 05:40:35,Mumbai,Android,Organic,4.9.0,Control,S101063,2024-01-13 19:50:52,1,0,1,0,1,0
1478177,80683,Blue Ribbon Sushi,Japanese,11.59,Weekend,4.0,22,18,2023-08-13 16:00:11,Bangalore,Android,Referral,4.8.1,Control,S101064,2024-01-21 17:19:40,1,0,3,1,1,1
1477035,141496,Dickson's Farmstand Meats,American,33.03,Weekend,5.0,35,20,2023-07-27 19:42:16,Pune,Android,Referral,4.8.1,Variant,S101065,2024-01-20 06:01:01,1,0,4,0,1,1
1477923,75115,RedFarm Hudson,Chinese,33.03,Weekend,3.0,32,19,2023-07-01 10:55:53,Chennai,Android,Organic,4.8.1,Control,S101066,2024-01-20 06:54:31,1,0,4,1,1,1
1478054,170221,Shake Shack,American,5.72,Weekend,,24,19,2023-07-01 18:55:48,Bangalore,Android,Referral,4.9.0,Control,S101067,2024-01-27 19:42:10,1,0,4,0,1,0
1477590,145952,Blue Ribbon Sushi,Japanese,29.15,Weekday,,26,24,2023-11-23 05:50:43,Mumbai,Android,Instagram,4.9.0,Variant,S101068,2024-01-14 20:48:17,1,1,4,0,1,1
1477984,353676,indikitch,Indian,14.07,Weekend,4.0,20,30,2023-08-27 10:22:20,Bangalore,Android,Google Ads,4.8.1,Variant,S101069,2024-01-05 22:32:32,1,0,3,1,1,1
1476828,52832,Donburi-ya,Japanese,6.64,Weekday,,21,29,2023-07-24 06:03:41,Mumbai,iOS,Organic,4.8.1,Variant,S101070,2024-01-07 19:26:05,1,0,3,0,1,1
1477234,91817,Melt Shop,American,9.6,Weekend,5.0,30,16,2023-12-24 18:09:47,Bangalore,iOS,Organic,4.9.0,Variant,S101071,2024-01-10 13:04:50,1,0,4,1,1,1
1477829,164529,Blue Ribbon Sushi,Japanese,9.32,Weekend,4.0,32,18,2023-08-01 23:40:42,Chennai,Android,Organic,4.8.1,Control,S101072,2024-01-09 03:27:42,1,0,1,1,1,0
1477191,93797,ilili Restaurant,Middle Eastern,25.22,Weekday,5.0,25,33,2023-10-07 19:12:06,Delhi,Android,Organic,4.9.0,Control,S101073,2024-01-16 02:39:45,1,0,3,1,1,1
1477509,382076,Shake Shack,American,16.93,Weekend,,25,26,2023-09-28 00:01:24,Hyderabad,Android,Organic,4.8.1,Variant,S101074,2024-01-14 17:31:33,1,1,8,1,1,0
1477950,301032,Blue Ribbon Fried Chicken,American,16.44,Weekend,4.0,24,16,2023-08-20 14:28:13,Bangalore,Android,Google Ads,4.8.1,Variant,S101075,2024-01-17 13:21:31,1,1,4,1,1,0
1476679,241719,Blue Ribbon Sushi Izakaya,Japanese,14.41,Weekend,5.0,22,20,2023-07-15 08:44:42,Mumbai,iOS,Instagram,4.9.0,Control,S101076,2024-01-19 12:20:01,1,0,2,0,1,0
1478388,285143,Pepe Rosso To Go,Italian,12.13,Weekend,4.0,25,18,2023-10-27 00:54:59,Mumbai,Android,Instagram,4.9.0,Variant,S101077,2024-01-04 11:31:49,1,1,4,1,1,1
1478078,54608,Tamarind TriBeCa,Indian,22.26,Weekend,5.0,34,15,2023-08-13 20:19:00,Hyderabad,Android,Instagram,4.9.0,Variant,S101078,2024-01-22 23:49:23,1,0,2,0,1,1
1477443,105903,Shake Shack,American,24.3,Weekday,4.0,35,29,2023-11-03 02:21:10,Mumbai,Android,Organic,4.9.0,Control,S101079,2024-01-15 07:00:16,1,0,3,1,1,1
1477272,143984,The Smile,American,12.27,Weekday,,32,24,2023-09-28 14:02:21,Bangalore,Android,Google Ads,4.9.0,Control,S101080,2024-01-19 19:29:11,1,0,3,0,1,1
1476868,122609,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,,33,23,2023-10-22 08:11:52,Hyderabad,Android,Organic,4.9.0,Variant,S101081,2024-01-23 17:49:16,1,0,1,1,1,0
1478432,331143,Waverly Diner,American,14.6,Weekday,3.0,20,32,2023-08-11 19:30:00,Bangalore,Android,Organic,4.9.0,Variant,S101082,2024-01-16 07:31:02,1,0,4,1,1,1
1476988,94115,Moonstruck on Second,American,14.94,Weekend,5.0,27,20,2023-07-03 06:56:15,Bangalore,Android,Referral,4.8.1,Control,S101083,2024-01-16 17:38:10,1,0,2,1,1,1
1476762,367111,Blue Ribbon Sushi Bar & Grill,Japanese,16.54,Weekend,,27,17,2023-07-28 14:54:48,Bangalore,Android,Organic,4.8.1,Variant,S101084,2024-01-14 01:06:39,1,1,6,1,1,0
1477925,347181,RedFarm Hudson,Chinese,11.64,Weekend,,34,18,2023-10-18 13:55:19,Mumbai,Android,Facebook,4.9.0,Variant,S101085,2024-01-12 18:34:49,1,0,3,1,1,0
1478145,42461,Melt Shop,American,11.69,Weekday,4.0,21,27,2023-07-10 02:44:54,Hyderabad,iOS,Facebook,4.9.0,Variant,S101086,2024-01-23 02:43:57,1,1,5,1,1,1
1477042,209179,RedFarm Broadway,Chinese,6.74,Weekend,,31,27,2023-09-06 17:20:44,Delhi,iOS,Organic,4.9.0,Variant,S101087,2024-01-11 12:03:45,1,0,3,1,1,1
1476834,176622,Cafe Mogador,Middle Eastern,9.22,Weekend,,23,15,2023-07-14 13:43:42,Mumbai,Android,Organic,4.8.1,Variant,S101088,2024-01-27 09:33:47,1,0,3,0,1,1
1477446,88333,The Meatball Shop,American,5.77,Weekend,,33,27,2023-08-31 17:17:40,Bangalore,iOS,Facebook,4.9.0,Variant,S101089,2024-01-21 16:05:10,1,1,7,1,1,0
1477727,333311,Blue Ribbon Sushi Izakaya,Japanese,21.93,Weekend,,35,26,2023-10-19 23:50:01,Mumbai,Android,Google Ads,4.9.0,Variant,S101090,2024-01-08 13:14:25,1,0,2,1,1,0
1476812,83287,Shake Shack,American,9.02,Weekday,4.0,23,27,2023-07-31 18:28:25,Hyderabad,Android,Referral,4.8.1,Variant,S101091,2024-01-15 12:56:22,1,0,3,1,1,0
1477948,141550,Serafina Fabulous Pizza,Italian,22.8,Weekday,4.0,28,31,2023-09-18 03:17:13,Pune,Android,Referral,4.9.0,Variant,S101092,2024-01-01 21:10:18,1,0,4,1,1,0
1477739,63096,Rubirosa,Italian,12.51,Weekend,5.0,21,15,2023-12-11 09:03:07,Bangalore,Android,Instagram,4.9.0,Variant,S101093,2024-01-09 21:54:04,1,0,4,1,1,0
1476801,104130,Ravagh Persian Grill,Middle Eastern,14.07,Weekday,5.0,34,33,2023-10-26 05:48:21,Mumbai,Android,Google Ads,4.8.1,Variant,S101094,2024-01-17 00:39:35,1,0,1,0,1,1
1477530,64754,The Kati Roll Company,Indian,5.34,Weekend,4.0,27,18,2023-11-20 17:32:22,Bangalore,Android,Organic,4.9.0,Control,S101095,2024-01-30 11:25:41,1,0,4,0,1,0
1478140,62730,Westville Hudson,American,29.1,Weekend,,20,24,2023-11-09 22:12:46,Mumbai,iOS,Referral,4.8.1,Variant,S101096,2024-01-21 02:03:36,1,1,5,1,1,0
1477398,87357,Five Guys Burgers and Fries,American,6.4,Weekday,5.0,23,32,2023-07-02 08:19:41,Hyderabad,Android,Instagram,4.9.0,Variant,S101097,2024-01-06 12:54:06,1,1,8,1,1,0
1477575,367800,Cafe Mogador,Middle Eastern,14.12,Weekend,,24,24,2023-08-28 20:09:29,Hyderabad,Android,Organic,4.9.0,Variant,S101098,2024-01-06 08:20:52,0,1,7,1,1,0
